trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2526,False,"{'a': 0.9, 'e': 0.07987727835923128}",20,12,17.591914873582596,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2527,False,"{'a': 0.9, 'e': 0.07979740108087205}",20,13,1.6763652000930858,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2528,False,"{'a': 0.9, 'e': 0.07971760367979118}",25,7,21.13796310511961,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2529,False,"{'a': 0.9, 'e': 0.07963788607611139}",20,14,13.84612531598027,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2530,False,"{'a': 0.9, 'e': 0.07955824819003528}",25,6,39.33655259438987,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2531,False,"{'a': 0.9, 'e': 0.07947868994184523}",20,11,17.710436478462107,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2532,False,"{'a': 0.9, 'e': 0.0793992112519034}",25,11,20.319500016643264,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2533,False,"{'a': 0.9, 'e': 0.07931981204065149}",20,10,11.113799278529223,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2534,False,"{'a': 0.9, 'e': 0.07924049222861083}",20,10,17.45860089249271,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2535,False,"{'a': 0.9, 'e': 0.07916125173638222}",20,14,5.632200402274575,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
2536,False,"{'a': 0.9, 'e': 0.07908209048464585}",25,13,21.267531332155922,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2537,False,"{'a': 0.9, 'e': 0.0790030083941612}",25,10,29.91964086301033,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2538,False,"{'a': 0.9, 'e': 0.07892400538576703}",25,4,26.59475038597354,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
2539,False,"{'a': 0.9, 'e': 0.07884508138038127}",25,12,22.593760193040186,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2540,False,"{'a': 0.9, 'e': 0.07876623629900088}",20,14,11.120308887799418,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2541,False,"{'a': 0.9, 'e': 0.0786874700627019}",20,16,6.350686057581261,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2542,False,"{'a': 0.9, 'e': 0.07860878259263919}",20,10,18.76149074802177,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2543,False,"{'a': 0.9, 'e': 0.07853017381004655}",20,12,14.959343132344097,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2544,False,"{'a': 0.9, 'e': 0.0784516436362365}",20,8,22.49632454397187,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2545,False,"{'a': 0.9, 'e': 0.07837319199260026}",20,10,14.105407950013435,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2546,False,"{'a': 0.9, 'e': 0.07829481880060767}",20,5,23.67142260370589,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2547,False,"{'a': 0.9, 'e': 0.07821652398180706}",30,4,40.94870057664381,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
2548,False,"{'a': 0.9, 'e': 0.07813830745782525}",20,15,9.063961187146688,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2549,False,"{'a': 0.9, 'e': 0.07806016915036743}",20,8,19.408579059899953,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2550,False,"{'a': 0.9, 'e': 0.07798210898121706}",20,10,20.214603800190655,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2551,False,"{'a': 0.9, 'e': 0.07790412687223584}",20,6,-5.830005692996064,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
2552,False,"{'a': 0.9, 'e': 0.0778262227453636}",25,7,31.942985386967443,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2553,False,"{'a': 0.9, 'e': 0.07774839652261824}",20,14,11.475471506814518,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2554,False,"{'a': 0.9, 'e': 0.07767064812609561}",35,20,18.921007221836607,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2555,False,"{'a': 0.9, 'e': 0.07759297747796952}",20,16,7.570573294692186,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2556,False,"{'a': 0.9, 'e': 0.07751538450049156}",20,12,14.72957944238669,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2557,False,"{'a': 0.9, 'e': 0.07743786911599107}",25,8,28.211924012803564,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2558,False,"{'a': 0.9, 'e': 0.07736043124687507}",25,18,11.082641763387178,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2559,False,"{'a': 0.9, 'e': 0.0772830708156282}",20,12,14.196079244465807,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2560,False,"{'a': 0.9, 'e': 0.07720578774481257}",20,7,25.843986899162175,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2561,False,"{'a': 0.9, 'e': 0.07712858195706776}",35,23,23.04531788993712,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2562,False,"{'a': 0.9, 'e': 0.07705145337511068}",20,3,30.42422084626989,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2563,False,"{'a': 0.9, 'e': 0.07697440192173557}",30,19,18.609532834572413,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2564,False,"{'a': 0.9, 'e': 0.07689742751981385}",30,17,17.418697663750695,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2565,False,"{'a': 0.9, 'e': 0.07682053009229403}",25,0,16.488707861692234,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
2566,False,"{'a': 0.9, 'e': 0.07674370956220174}",25,7,32.62499476038789,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2567,False,"{'a': 0.9, 'e': 0.07666696585263953}",20,9,19.88992438803464,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2568,False,"{'a': 0.9, 'e': 0.0765902988867869}",20,11,19.641659979742602,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2569,False,"{'a': 0.9, 'e': 0.0765137085879001}",20,4,23.933326224352275,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
2570,False,"{'a': 0.9, 'e': 0.0764371948793122}",20,0,13.128148051005061,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
2571,False,"{'a': 0.9, 'e': 0.07636075768443289}",20,10,19.01198777903581,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2572,False,"{'a': 0.9, 'e': 0.07628439692674846}",25,14,18.31014415695984,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2573,False,"{'a': 0.9, 'e': 0.07620811252982171}",20,10,18.8311081122761,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2574,False,"{'a': 0.9, 'e': 0.0761319044172919}",20,15,8.567725516828272,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2575,False,"{'a': 0.9, 'e': 0.0760557725128746}",20,10,22.188244965073004,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2576,False,"{'a': 0.9, 'e': 0.07597971674036172}",25,11,27.776800034626405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2577,False,"{'a': 0.9, 'e': 0.07590373702362135}",20,11,13.636597250011349,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2578,False,"{'a': 0.9, 'e': 0.07582783328659774}",20,11,14.958709258598542,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2579,False,"{'a': 0.9, 'e': 0.07575200545331115}",20,3,27.316817775303992,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2580,False,"{'a': 0.9, 'e': 0.07567625344785783}",20,2,28.192690527274664,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2581,False,"{'a': 0.9, 'e': 0.07560057719440998}",20,9,4.0520537489801765,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2582,False,"{'a': 0.9, 'e': 0.07552497661721556}",30,12,37.5960186226504,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2583,False,"{'a': 0.9, 'e': 0.07544945164059835}",20,6,30.80487826015308,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2584,False,"{'a': 0.9, 'e': 0.07537400218895775}",25,9,30.469943711070094,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2585,False,"{'a': 0.9, 'e': 0.07529862818676879}",30,23,13.128704144829207,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2586,False,"{'a': 0.9, 'e': 0.07522332955858202}",30,15,28.475357345889684,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2587,False,"{'a': 0.9, 'e': 0.07514810622902345}",25,3,17.504521142775097,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
2588,False,"{'a': 0.9, 'e': 0.07507295812279442}",20,12,16.339670484388176,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2589,False,"{'a': 0.9, 'e': 0.07499788516467162}",25,16,17.772833191804175,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2590,False,"{'a': 0.9, 'e': 0.07492288727950695}",25,15,18.98932955353453,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2591,False,"{'a': 0.9, 'e': 0.07484796439222745}",20,10,17.89928291345425,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2592,False,"{'a': 0.9, 'e': 0.07477311642783521}",35,17,35.47139538153424,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2593,False,"{'a': 0.9, 'e': 0.07469834331140739}",35,9,40.41931815608706,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
2594,False,"{'a': 0.9, 'e': 0.07462364496809597}",35,17,19.55209518000554,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2595,False,"{'a': 0.9, 'e': 0.07454902132312788}",20,14,11.457498622759053,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2596,False,"{'a': 0.9, 'e': 0.07447447230180475}",20,9,9.160323027041818,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2597,False,"{'a': 0.9, 'e': 0.07439999782950295}",25,9,25.235719429057344,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2598,False,"{'a': 0.9, 'e': 0.07432559783167345}",25,0,-13.439924057201363,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
2599,False,"{'a': 0.9, 'e': 0.07425127223384177}",25,3,39.30989401387956,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2600,False,"{'a': 0.9, 'e': 0.07417702096160793}",20,4,16.284988704701995,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2601,False,"{'a': 0.9, 'e': 0.07410284394064631}",20,7,24.15317188817774,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2602,False,"{'a': 0.9, 'e': 0.07402874109670567}",20,12,13.949097049095737,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2603,False,"{'a': 0.9, 'e': 0.07395471235560896}",30,16,-18.563386309057126,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2604,False,"{'a': 0.9, 'e': 0.07388075764325336}",20,6,25.165497753511332,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2605,False,"{'a': 0.9, 'e': 0.0738068768856101}",25,8,28.308929557873576,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2606,False,"{'a': 0.9, 'e': 0.07373307000872449}",35,0,24.210344020539598,"{0: 33, 1: 0, 2: 1, 3: 1, 4: 0}",0
2607,False,"{'a': 0.9, 'e': 0.07365933693871576}",25,18,16.934976428144548,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2608,False,"{'a': 0.9, 'e': 0.07358567760177705}",25,15,16.847116051046036,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2609,False,"{'a': 0.9, 'e': 0.07351209192417528}",20,10,20.98457980284504,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2610,False,"{'a': 0.9, 'e': 0.0734385798322511}",30,17,25.630842710253965,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2611,False,"{'a': 0.9, 'e': 0.07336514125241884}",30,22,14.157544139805704,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2612,False,"{'a': 0.9, 'e': 0.07329177611116643}",20,11,16.04510182967157,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2613,False,"{'a': 0.9, 'e': 0.07321848433505526}",20,2,32.74277459724003,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2614,False,"{'a': 0.9, 'e': 0.0731452658507202}",20,4,27.18946540058274,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2615,False,"{'a': 0.9, 'e': 0.07307212058486949}",25,11,8.341527885982812,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2616,False,"{'a': 0.9, 'e': 0.07299904846428462}",20,16,7.898905057682578,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2617,False,"{'a': 0.9, 'e': 0.07292604941582033}",30,16,24.98692901155949,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2618,False,"{'a': 0.9, 'e': 0.07285312336640451}",25,10,-13.377153388793142,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
2619,False,"{'a': 0.9, 'e': 0.07278027024303811}",25,13,16.991751993564968,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2620,False,"{'a': 0.9, 'e': 0.07270748997279507}",20,16,9.100151753792495,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2621,False,"{'a': 0.9, 'e': 0.07263478248282228}",20,2,26.89338474894762,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2622,False,"{'a': 0.9, 'e': 0.07256214770033945}",25,0,3.684869108432814,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
2623,False,"{'a': 0.9, 'e': 0.07248958555263911}",30,22,16.385270843630398,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2624,False,"{'a': 0.9, 'e': 0.07241709596708648}",25,3,-68.92762538336464,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 2}",1
2625,False,"{'a': 0.9, 'e': 0.0723446788711194}",25,17,16.816643163528028,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2626,False,"{'a': 0.9, 'e': 0.07227233419224827}",20,8,25.925289120775734,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2627,False,"{'a': 0.9, 'e': 0.07220006185805602}",25,5,38.673094167084685,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2628,False,"{'a': 0.9, 'e': 0.07212786179619797}",20,8,21.892656200401294,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2629,False,"{'a': 0.9, 'e': 0.07205573393440176}",25,19,13.114722649203905,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2630,False,"{'a': 0.9, 'e': 0.07198367820046736}",30,13,-10.144568561887569,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
2631,False,"{'a': 0.9, 'e': 0.0719116945222669}",20,10,19.600765496447387,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2632,False,"{'a': 0.9, 'e': 0.07183978282774463}",35,21,23.663483794827908,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2633,False,"{'a': 0.9, 'e': 0.07176794304491689}",25,17,16.109072811600907,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2634,False,"{'a': 0.9, 'e': 0.07169617510187197}",25,16,18.819576717420965,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2635,False,"{'a': 0.9, 'e': 0.0716244789267701}",30,16,24.84500157345157,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2636,False,"{'a': 0.9, 'e': 0.07155285444784333}",25,2,41.39572158140484,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2637,False,"{'a': 0.9, 'e': 0.07148130159339548}",30,15,25.36309351045967,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2638,False,"{'a': 0.9, 'e': 0.07140982029180208}",20,0,31.624641201185497,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2639,False,"{'a': 0.9, 'e': 0.07133841047151028}",30,15,14.258834690716869,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2640,False,"{'a': 0.9, 'e': 0.07126707206103877}",30,7,37.06058614440561,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2641,False,"{'a': 0.9, 'e': 0.07119580498897773}",20,6,17.924027085557803,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2642,False,"{'a': 0.9, 'e': 0.07112460918398876}",20,16,7.772636110728221,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2643,False,"{'a': 0.9, 'e': 0.07105348457480477}",20,9,20.472934508934404,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2644,False,"{'a': 0.9, 'e': 0.07098243109022996}",25,13,24.00144296044891,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2645,False,"{'a': 0.9, 'e': 0.07091144865913973}",35,25,22.393157872003815,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2646,False,"{'a': 0.9, 'e': 0.0708405372104806}",20,12,7.159325869611286,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2647,False,"{'a': 0.9, 'e': 0.07076969667327011}",20,9,8.414766752721848,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2648,False,"{'a': 0.9, 'e': 0.07069892697659684}",25,8,5.684528119499161,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
2649,False,"{'a': 0.9, 'e': 0.07062822804962025}",20,9,21.18296607661748,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2650,False,"{'a': 0.9, 'e': 0.07055759982157063}",20,6,28.017678167415813,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2651,False,"{'a': 0.9, 'e': 0.07048704222174906}",20,15,8.65035100626893,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2652,False,"{'a': 0.9, 'e': 0.0704165551795273}",30,19,22.255674837313865,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2653,False,"{'a': 0.9, 'e': 0.07034613862434778}",20,7,11.855630991812344,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2654,False,"{'a': 0.9, 'e': 0.07027579248572344}",20,12,15.173445292272866,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2655,False,"{'a': 0.9, 'e': 0.07020551669323771}",30,12,24.86378475065176,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2656,False,"{'a': 0.9, 'e': 0.07013531117654447}",20,13,12.42477870231013,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2657,False,"{'a': 0.9, 'e': 0.07006517586536792}",30,18,23.67625706527294,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2658,False,"{'a': 0.9, 'e': 0.06999511068950257}",30,12,28.677186753157052,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2659,False,"{'a': 0.9, 'e': 0.06992511557881305}",30,22,14.437177059056328,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2660,False,"{'a': 0.9, 'e': 0.06985519046323424}",20,14,12.10152671904636,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2661,False,"{'a': 0.9, 'e': 0.069785335272771}",20,16,8.595737803044898,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2662,False,"{'a': 0.9, 'e': 0.06971554993749823}",30,21,18.719343833092417,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2663,False,"{'a': 0.9, 'e': 0.06964583438756074}",20,9,18.8767571715087,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2664,False,"{'a': 0.9, 'e': 0.06957618855317318}",20,8,22.933667787482793,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2665,False,"{'a': 0.9, 'e': 0.06950661236462001}",20,7,26.004270656607595,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2666,False,"{'a': 0.9, 'e': 0.06943710575225538}",20,12,14.06414844771853,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2667,False,"{'a': 0.9, 'e': 0.06936766864650314}",35,15,32.420063457958044,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2668,False,"{'a': 0.9, 'e': 0.06929830097785662}",20,6,20.531795498882207,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2669,False,"{'a': 0.9, 'e': 0.06922900267687877}",25,8,17.78718763979557,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2670,False,"{'a': 0.9, 'e': 0.0691597736742019}",20,9,21.18658190371227,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2671,False,"{'a': 0.9, 'e': 0.06909061390052769}",20,10,-19.16778868110705,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
2672,False,"{'a': 0.9, 'e': 0.06902152328662717}",30,19,19.298063908100453,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2673,False,"{'a': 0.9, 'e': 0.06895250176334053}",25,9,27.36584313545527,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2674,False,"{'a': 0.9, 'e': 0.06888354926157719}",25,14,18.96948424075705,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2675,False,"{'a': 0.9, 'e': 0.06881466571231562}",25,2,41.02758603771973,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2676,False,"{'a': 0.9, 'e': 0.0687458510466033}",20,10,17.501425791220992,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2677,False,"{'a': 0.9, 'e': 0.0686771051955567}",30,7,-3.94543759355288,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
2678,False,"{'a': 0.9, 'e': 0.06860842809036113}",20,12,4.3886099739966475,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2679,False,"{'a': 0.9, 'e': 0.06853981966227078}",20,10,12.628901411122893,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2680,False,"{'a': 0.9, 'e': 0.0684712798426085}",25,0,8.989313844476609,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
2681,False,"{'a': 0.9, 'e': 0.0684028085627659}",25,19,12.590895145940088,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2682,False,"{'a': 0.9, 'e': 0.06833440575420313}",25,9,18.959595267686662,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2683,False,"{'a': 0.9, 'e': 0.06826607134844893}",25,20,10.851376738371274,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2684,False,"{'a': 0.9, 'e': 0.06819780527710048}",25,18,12.050861220537524,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2685,False,"{'a': 0.9, 'e': 0.06812960747182338}",25,12,21.30884470418517,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2686,False,"{'a': 0.9, 'e': 0.06806147786435156}",20,0,22.653532858425017,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2687,False,"{'a': 0.9, 'e': 0.0679934163864872}",20,15,8.568689216680987,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2688,False,"{'a': 0.9, 'e': 0.06792542297010072}",25,8,19.379551779336964,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2689,False,"{'a': 0.9, 'e': 0.06785749754713062}",30,10,18.142408848692313,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2690,False,"{'a': 0.9, 'e': 0.06778964004958349}",30,12,21.529432548959477,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2691,False,"{'a': 0.9, 'e': 0.0677218504095339}",25,10,29.879935597632016,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2692,False,"{'a': 0.9, 'e': 0.06765412855912437}",20,0,20.05429236528521,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2693,False,"{'a': 0.9, 'e': 0.06758647443056524}",20,8,-24.64465923610387,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
2694,False,"{'a': 0.9, 'e': 0.06751888795613468}",20,14,8.819205906551412,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2695,False,"{'a': 0.9, 'e': 0.06745136906817854}",25,15,6.160306331116164,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2696,False,"{'a': 0.9, 'e': 0.06738391769911037}",20,12,14.99514063605034,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2697,False,"{'a': 0.9, 'e': 0.06731653378141125}",25,18,12.839472629576202,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2698,False,"{'a': 0.9, 'e': 0.06724921724762985}",20,11,20.011263372311742,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2699,False,"{'a': 0.9, 'e': 0.06718196803038222}",30,18,22.448689593149815,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2700,False,"{'a': 0.9, 'e': 0.06711478606235183}",20,16,8.993448668530188,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2701,False,"{'a': 0.9, 'e': 0.06704767127628948}",25,20,10.361257910804962,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2702,False,"{'a': 0.9, 'e': 0.0669806236050132}",20,3,28.197773438923594,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2703,False,"{'a': 0.9, 'e': 0.06691364298140817}",20,14,9.784229802285823,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2704,False,"{'a': 0.9, 'e': 0.06684672933842677}",20,10,2.6488022570460465,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2705,False,"{'a': 0.9, 'e': 0.06677988260908835}",20,5,16.100236959982595,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2706,False,"{'a': 0.9, 'e': 0.06671310272647925}",30,20,17.798447108477774,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2707,False,"{'a': 0.9, 'e': 0.06664638962375277}",25,13,21.892247842054744,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2708,False,"{'a': 0.9, 'e': 0.06657974323412902}",25,7,11.255984714761869,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
